sku_id,category,week_start,demand_units,ratio_to_trend,anomaly_type,anomaly_score
SKU0105,Home & Kitchen,2024-10-01,473,2.0242510699001426,DEMAND SPIKE,-0.1292875229590713
SKU0024,Electronics & Appliances,2024-10-01,137,1.9478672985781993,DEMAND SPIKE,-0.12876690485559672
SKU0046,Fashion & Apparel,2025-12-30,196,0.521970705725699,DEMAND DROP,-0.12874117063080348
SKU0059,Fashion & Apparel,2024-10-01,676,1.9901864573110892,DEMAND SPIKE,-0.1286081473753531
SKU0049,Fashion & Apparel,2024-10-01,1002,1.9880952380952381,DEMAND SPIKE,-0.12847506110341134
SKU0040,Electronics & Appliances,2024-10-01,399,2.107394366197183,DEMAND SPIKE,-0.1282811827575513
SKU0014,Mobiles & Accessories,2025-12-30,71,0.47544642857142855,DEMAND DROP,-0.12823283366345528
SKU0045,Fashion & Apparel,2025-12-30,225,0.5244755244755245,DEMAND DROP,-0.12811219844042654
SKU0035,Electronics & Appliances,2025-12-30,11,0.37078651685393255,DEMAND DROP,-0.12809362743791586
SKU0107,Beauty & Personal Care,2025-12-30,186,0.4718816067653277,DEMAND DROP,-0.1279158101345027
SKU0062,Fashion & Apparel,2025-09-30,960,2.0741807706157727,DEMAND SPIKE,-0.12788900547468773
SKU0058,Fashion & Apparel,2025-12-30,171,0.4851063829787234,DEMAND DROP,-0.1276607164021718
SKU0003,Mobiles & Accessories,2025-12-30,159,0.5066383430695699,DEMAND DROP,-0.12749979640297704
SKU0136,Grocery & Essentials,2025-12-30,166,0.4381874175098988,DEMAND DROP,-0.12734124692807103
SKU0147,Grocery & Essentials,2025-09-30,1472,2.120528211284514,DEMAND SPIKE,-0.12719929953453923
SKU0047,Fashion & Apparel,2024-10-01,484,1.9282868525896415,DEMAND SPIKE,-0.12719526809196635
SKU0109,Beauty & Personal Care,2024-10-01,775,1.968670618120237,DEMAND SPIKE,-0.1269720017138467
SKU0143,Grocery & Essentials,2025-12-30,394,0.48048780487804876,DEMAND DROP,-0.1268885796639917
SKU0032,Electronics & Appliances,2025-09-30,100,2.0134228187919465,DEMAND SPIKE,-0.12683135267701473
SKU0096,Home & Kitchen,2024-10-01,503,1.9137603043753966,DEMAND SPIKE,-0.12618870728733578
SKU0119,Beauty & Personal Care,2024-10-01,515,2.0396039603960396,DEMAND SPIKE,-0.12609852077390837
SKU0104,Home & Kitchen,2025-12-30,99,0.4261119081779053,DEMAND DROP,-0.12598359664090375
SKU0004,Mobiles & Accessories,2024-10-01,211,2.24468085106383,DEMAND SPIKE,-0.12590184290686346
SKU0082,Home & Kitchen,2025-12-30,48,0.45425867507886436,DEMAND DROP,-0.12585290174543795
SKU0040,Electronics & Appliances,2025-09-30,456,2.0933435348125475,DEMAND SPIKE,-0.1254963650495743
SKU0143,Grocery & Essentials,2025-09-30,2042,2.0840278959006633,DEMAND SPIKE,-0.12476878103758748
SKU0083,Home & Kitchen,2025-12-30,144,0.5223700120918984,DEMAND DROP,-0.12431282332725446
SKU0127,Beauty & Personal Care,2025-12-30,116,0.5190156599552572,DEMAND DROP,-0.12424989413484089
SKU0099,Home & Kitchen,2025-09-30,405,2.025,DEMAND SPIKE,-0.12370866433859329
SKU0066,Fashion & Apparel,2024-10-01,1157,1.9755264655663063,DEMAND SPIKE,-0.12313682383654734
SKU0061,Fashion & Apparel,2024-10-01,629,2.0622950819672132,DEMAND SPIKE,-0.12296528523726957
SKU0111,Beauty & Personal Care,2025-09-30,553,1.9987951807228914,DEMAND SPIKE,-0.12228443641520614
SKU0025,Electronics & Appliances,2025-09-30,340,1.9902439024390244,DEMAND SPIKE,-0.12227816564492244
SKU0025,Electronics & Appliances,2025-12-30,73,0.5051903114186851,DEMAND DROP,-0.12197578109034513
SKU0080,Home & Kitchen,2025-09-30,585,2.0818505338078293,DEMAND SPIKE,-0.12178945617684078
SKU0062,Fashion & Apparel,2025-12-30,182,0.47560975609756095,DEMAND DROP,-0.12161491825338089
SKU0126,Beauty & Personal Care,2025-12-30,171,0.5469083155650319,DEMAND DROP,-0.12130666497049192
SKU0122,Beauty & Personal Care,2024-10-01,607,2.1039861351819757,DEMAND SPIKE,-0.12120888786352069
SKU0114,Beauty & Personal Care,2024-10-01,451,2.19821283509342,DEMAND SPIKE,-0.12115815682128339
SKU0038,Electronics & Appliances,2025-09-30,281,2.051094890510949,DEMAND SPIKE,-0.12088756865793082
SKU0135,Grocery & Essentials,2024-10-01,1327,2.0202994163917785,DEMAND SPIKE,-0.12077713483004904
SKU0056,Fashion & Apparel,2024-10-01,435,2.0030698388334613,DEMAND SPIKE,-0.12071254083732497
SKU0002,Mobiles & Accessories,2024-01-16,311,1.7796852646638055,DEMAND SPIKE,-0.12066521964147492
SKU0010,Mobiles & Accessories,2025-12-30,80,0.5286343612334802,DEMAND DROP,-0.12056769857954397
SKU0041,Fashion & Apparel,2025-12-30,154,0.4780134505949301,DEMAND DROP,-0.12054342019257036
SKU0051,Fashion & Apparel,2024-10-01,1180,1.9623059866962305,DEMAND SPIKE,-0.11991338661845585
SKU0082,Home & Kitchen,2024-10-01,241,1.930574098798398,DEMAND SPIKE,-0.119501040024805
SKU0123,Beauty & Personal Care,2025-09-30,330,2.0518134715025904,DEMAND SPIKE,-0.11921823640768237
SKU0015,Mobiles & Accessories,2024-10-01,649,1.9411764705882355,DEMAND SPIKE,-0.1189210763613402
SKU0058,Fashion & Apparel,2024-10-01,763,2.0584532374100717,DEMAND SPIKE,-0.11890371284165824
SKU0033,Electronics & Appliances,2025-12-30,29,0.5058139534883721,DEMAND DROP,-0.11888307149978294
SKU0027,Electronics & Appliances,2025-12-30,19,0.4418604651162791,DEMAND DROP,-0.11878127412873951
SKU0079,Home & Kitchen,2025-12-30,34,0.4927536231884058,DEMAND DROP,-0.11839908842876623
SKU0067,Fashion & Apparel,2025-12-30,99,0.541970802919708,DEMAND DROP,-0.11832997741462892
SKU0121,Beauty & Personal Care,2025-12-30,134,0.4771513353115727,DEMAND DROP,-0.11806532030344274
SKU0127,Beauty & Personal Care,2024-10-01,496,1.9387622149837134,DEMAND SPIKE,-0.11795383422059735
SKU0081,Home & Kitchen,2024-10-01,582,1.937846836847947,DEMAND SPIKE,-0.11784967238144783
SKU0073,Fashion & Apparel,2024-10-01,744,2.024489795918367,DEMAND SPIKE,-0.11777993984104762
SKU0020,Mobiles & Accessories,2024-10-01,614,1.9870550161812297,DEMAND SPIKE,-0.11758973165264897
SKU0077,Home & Kitchen,2025-12-30,148,0.49498327759197325,DEMAND DROP,-0.1171716117454078
SKU0057,Fashion & Apparel,2024-10-01,366,1.9572192513368984,DEMAND SPIKE,-0.11706336504950376
SKU0110,Beauty & Personal Care,2024-10-01,357,1.9962721342031686,DEMAND SPIKE,-0.11683002276541055
SKU0122,Beauty & Personal Care,2025-09-30,682,2.0920245398773005,DEMAND SPIKE,-0.11661113351037222
SKU0023,Electronics & Appliances,2024-01-16,156,1.7381615598885793,DEMAND SPIKE,-0.1165701743712223
SKU0013,Mobiles & Accessories,2024-10-01,248,2.0609418282548475,DEMAND SPIKE,-0.116355453012016
SKU0042,Fashion & Apparel,2025-12-30,75,0.5113636363636364,DEMAND DROP,-0.11526308051849765
SKU0053,Fashion & Apparel,2024-10-01,862,2.0266457680250785,DEMAND SPIKE,-0.1151860665565193
SKU0083,Home & Kitchen,2024-10-01,584,1.9369817578772803,DEMAND SPIKE,-0.11499652315082787
SKU0095,Home & Kitchen,2025-09-30,249,1.9056122448979593,DEMAND SPIKE,-0.11493263179840052
SKU0131,Grocery & Essentials,2024-10-01,940,2.02223019003227,DEMAND SPIKE,-0.11483554289399889
SKU0084,Home & Kitchen,2024-10-01,279,1.9487776484284052,DEMAND SPIKE,-0.1147065248704664
SKU0117,Beauty & Personal Care,2024-10-01,381,1.9356477561388652,DEMAND SPIKE,-0.11434012843301211
SKU0079,Home & Kitchen,2024-10-01,156,2.0436681222707427,DEMAND SPIKE,-0.11430323577469603
SKU0140,Grocery & Essentials,2024-10-01,1507,2.050340136054422,DEMAND SPIKE,-0.11405914838914943
SKU0011,Mobiles & Accessories,2024-01-16,175,1.8617021276595744,DEMAND SPIKE,-0.11373967724916911
SKU0060,Fashion & Apparel,2024-10-01,806,2.0,DEMAND SPIKE,-0.113522953716094
SKU0141,Grocery & Essentials,2024-10-01,1692,2.0496668685645063,DEMAND SPIKE,-0.11326053236365252
SKU0100,Home & Kitchen,2025-12-30,76,0.4830508474576271,DEMAND DROP,-0.11315286571659211
SKU0067,Fashion & Apparel,2024-10-01,411,2.0180032733224222,DEMAND SPIKE,-0.11310976942858475
SKU0098,Home & Kitchen,2024-10-01,640,2.042553191489362,DEMAND SPIKE,-0.1129505263323689
SKU0134,Grocery & Essentials,2024-10-01,1174,1.9836665727963954,DEMAND SPIKE,-0.11271315509945912
SKU0038,Electronics & Appliances,2024-10-01,238,2.028409090909091,DEMAND SPIKE,-0.11194363802368779
SKU0063,Fashion & Apparel,2024-10-01,1054,1.9861809045226133,DEMAND SPIKE,-0.11190249412106135
SKU0017,Mobiles & Accessories,2025-09-30,597,2.0527220630372494,DEMAND SPIKE,-0.11172019878496597
SKU0074,Fashion & Apparel,2024-10-01,221,2.0090909090909093,DEMAND SPIKE,-0.11145024975619722
SKU0133,Grocery & Essentials,2025-12-30,134,0.5241199478487615,DEMAND DROP,-0.11142670300578483
SKU0115,Beauty & Personal Care,2024-01-16,306,1.8,DEMAND SPIKE,-0.11106415804652214
SKU0102,Home & Kitchen,2025-12-30,117,0.48885793871866295,DEMAND DROP,-0.11099490348060703
SKU0129,Beauty & Personal Care,2024-10-01,871,1.9602400600150038,DEMAND SPIKE,-0.11095421171895015
SKU0061,Fashion & Apparel,2025-12-30,146,0.5239234449760766,DEMAND DROP,-0.1105868476119427
SKU0013,Mobiles & Accessories,2025-12-30,51,0.4872611464968153,DEMAND DROP,-0.1105601217619846
SKU0139,Grocery & Essentials,2024-10-01,1589,1.9821205821205823,DEMAND SPIKE,-0.11038583921621492
SKU0130,Beauty & Personal Care,2024-01-16,354,1.8223938223938223,DEMAND SPIKE,-0.11018437140974568
SKU0033,Electronics & Appliances,2024-10-01,116,1.9550561797752808,DEMAND SPIKE,-0.11017245446330792
SKU0075,Fashion & Apparel,2025-12-30,173,0.4801110083256244,DEMAND DROP,-0.10983382542457143
SKU0090,Home & Kitchen,2024-10-01,196,1.9534883720930234,DEMAND SPIKE,-0.10810983931347018
SKU0085,Home & Kitchen,2024-10-01,338,1.996062992125984,DEMAND SPIKE,-0.10798830739660203
SKU0112,Beauty & Personal Care,2025-12-30,81,0.5094339622641509,DEMAND DROP,-0.10786542152718359
SKU0136,Grocery & Essentials,2024-10-01,869,2.052755905511811,DEMAND SPIKE,-0.10752870233938161
SKU0004,Mobiles & Accessories,2025-12-30,36,0.4311377245508982,DEMAND DROP,-0.1075235002417474
SKU0054,Fashion & Apparel,2024-10-01,1048,2.046875,DEMAND SPIKE,-0.10747585123705661
SKU0120,Beauty & Personal Care,2024-10-01,574,1.8676789587852496,DEMAND SPIKE,-0.10744022599271164
SKU0087,Home & Kitchen,2025-12-30,148,0.528256989886972,DEMAND DROP,-0.10719764734475368
SKU0106,Beauty & Personal Care,2024-10-01,504,2.018691588785047,DEMAND SPIKE,-0.10716813194666353
SKU0029,Electronics & Appliances,2025-09-30,270,1.9285714285714286,DEMAND SPIKE,-0.10674198699012183
SKU0025,Electronics & Appliances,2024-01-16,251,1.8489871086556169,DEMAND SPIKE,-0.10664938287833126
SKU0098,Home & Kitchen,2025-12-30,141,0.5020771513353116,DEMAND DROP,-0.10646310017976646
SKU0094,Home & Kitchen,2024-10-01,392,1.99660441426146,DEMAND SPIKE,-0.10566183451602118
SKU0021,Electronics & Appliances,2024-10-01,214,2.1725888324873095,DEMAND SPIKE,-0.1055191879269669
SKU0032,Electronics & Appliances,2025-01-28,19,0.4367816091954023,DEMAND DROP,-0.10494635413230302
SKU0074,Fashion & Apparel,2025-12-30,46,0.4816753926701571,DEMAND DROP,-0.10475711999160664
SKU0137,Grocery & Essentials,2024-10-01,1578,1.9991554054054053,DEMAND SPIKE,-0.10470133134122162
SKU0142,Grocery & Essentials,2024-01-16,885,1.744701823558403,DEMAND SPIKE,-0.10447161874894395
SKU0125,Beauty & Personal Care,2024-10-01,464,2.0247272727272727,DEMAND SPIKE,-0.1042878194285648
SKU0005,Mobiles & Accessories,2024-01-16,192,1.7902097902097902,DEMAND SPIKE,-0.10417863726343612
SKU0028,Electronics & Appliances,2025-12-30,78,0.44913627639155473,DEMAND DROP,-0.1039212153432435
SKU0102,Home & Kitchen,2024-10-01,509,1.98828125,DEMAND SPIKE,-0.10339607513160143
SKU0147,Grocery & Essentials,2024-10-01,1289,2.050371155885472,DEMAND SPIKE,-0.10315713257327186
SKU0021,Electronics & Appliances,2024-01-16,132,2.0307692307692307,DEMAND SPIKE,-0.10312621948199152
SKU0068,Fashion & Apparel,2024-10-01,1027,1.9903100775193798,DEMAND SPIKE,-0.10309759047379907
SKU0148,Grocery & Essentials,2024-10-01,1555,2.007314974182444,DEMAND SPIKE,-0.10268044803177401
SKU0085,Home & Kitchen,2025-12-30,71,0.4863013698630137,DEMAND DROP,-0.10222475883131565
SKU0054,Fashion & Apparel,2025-12-30,245,0.5382643720248993,DEMAND DROP,-0.10197317264348815
SKU0042,Fashion & Apparel,2024-10-01,310,1.9037871033776868,DEMAND SPIKE,-0.10168049924067679
SKU0124,Beauty & Personal Care,2024-01-16,674,1.8093959731543625,DEMAND SPIKE,-0.10163995517508584
SKU0019,Mobiles & Accessories,2024-10-01,162,1.9096267190569747,DEMAND SPIKE,-0.10144162972704307
SKU0107,Beauty & Personal Care,2024-10-01,887,1.966740576496674,DEMAND SPIKE,-0.10112764853680078
SKU0080,Home & Kitchen,2024-01-16,350,1.8396846254927726,DEMAND SPIKE,-0.10059920092445063
SKU0092,Home & Kitchen,2025-12-30,94,0.5062836624775584,DEMAND DROP,-0.10032009679724818
SKU0091,Home & Kitchen,2024-01-16,95,1.7924528301886793,DEMAND SPIKE,-0.09977930983598715
SKU0076,Home & Kitchen,2024-10-01,510,1.8738518064911205,DEMAND SPIKE,-0.09966853689102251
SKU0133,Grocery & Essentials,2024-10-01,577,1.9384098544232922,DEMAND SPIKE,-0.09963918211062162
SKU0100,Home & Kitchen,2024-10-01,361,2.0074142724745134,DEMAND SPIKE,-0.09953546061882312
SKU0118,Beauty & Personal Care,2024-10-01,813,1.9606109324758842,DEMAND SPIKE,-0.09950624246408901
SKU0101,Home & Kitchen,2024-10-01,501,1.8705662725575607,DEMAND SPIKE,-0.09944092087061096
SKU0022,Electronics & Appliances,2025-12-30,19,0.40282685512367494,DEMAND DROP,-0.09924530399598741
SKU0038,Electronics & Appliances,2025-12-30,54,0.5151033386327504,DEMAND DROP,-0.09909755959088107
SKU0128,Beauty & Personal Care,2024-10-01,889,1.9396363636363638,DEMAND SPIKE,-0.09881430802676372
SKU0036,Electronics & Appliances,2024-01-16,122,1.7428571428571429,DEMAND SPIKE,-0.09855435298821846
SKU0077,Home & Kitchen,2024-10-01,692,2.0067665538907686,DEMAND SPIKE,-0.09757221047456499
SKU0134,Grocery & Essentials,2024-01-16,816,1.8023191606847047,DEMAND SPIKE,-0.0974112738431907
SKU0102,Home & Kitchen,2024-01-16,374,1.8676654182272159,DEMAND SPIKE,-0.09711580543408893
SKU0041,Fashion & Apparel,2024-10-01,706,1.9638386648122392,DEMAND SPIKE,-0.0970712300554456
SKU0046,Fashion & Apparel,2024-10-01,777,1.9328358208955223,DEMAND SPIKE,-0.09704889329028599
SKU0025,Electronics & Appliances,2024-10-01,325,1.9578313253012047,DEMAND SPIKE,-0.09700248625697983
SKU0140,Grocery & Essentials,2024-01-16,1062,1.8015267175572518,DEMAND SPIKE,-0.0966091067576278
SKU0146,Grocery & Essentials,2024-10-01,1117,1.9916790490341751,DEMAND SPIKE,-0.0964724396411033
SKU0112,Beauty & Personal Care,2024-10-01,347,1.96045197740113,DEMAND SPIKE,-0.09626576392608366
SKU0144,Grocery & Essentials,2024-10-01,958,1.914723517654897,DEMAND SPIKE,-0.09617113583912507
SKU0149,Grocery & Essentials,2024-10-01,1013,1.9555984555984556,DEMAND SPIKE,-0.09608165269785018
SKU0048,Fashion & Apparel,2024-10-01,739,1.9095607235142118,DEMAND SPIKE,-0.09607433483907335
SKU0040,Electronics & Appliances,2024-01-16,258,1.8362989323843417,DEMAND SPIKE,-0.09586646950460664
SKU0010,Mobiles & Accessories,2024-10-01,327,1.923529411764706,DEMAND SPIKE,-0.09547694689412067
SKU0103,Home & Kitchen,2025-09-30,196,1.96,DEMAND SPIKE,-0.09504008065240976
SKU0017,Mobiles & Accessories,2024-10-01,520,2.0259740259740258,DEMAND SPIKE,-0.09493004237406222
SKU0087,Home & Kitchen,2024-10-01,628,1.9789915966386555,DEMAND SPIKE,-0.09482888077975626
SKU0132,Grocery & Essentials,2024-10-01,403,1.959481361426256,DEMAND SPIKE,-0.09440715927354992
SKU0079,Home & Kitchen,2024-01-16,102,1.880184331797235,DEMAND SPIKE,-0.09418598183285343
SKU0026,Electronics & Appliances,2024-01-16,70,1.7391304347826086,DEMAND SPIKE,-0.09391803206534777
SKU0108,Beauty & Personal Care,2024-01-16,648,1.763265306122449,DEMAND SPIKE,-0.09387757220805149
SKU0143,Grocery & Essentials,2024-10-01,1777,2.007531538316701,DEMAND SPIKE,-0.09348255948536988
SKU0065,Fashion & Apparel,2024-10-01,227,2.105100463678516,DEMAND SPIKE,-0.09303811382891125
SKU0077,Home & Kitchen,2024-01-16,502,1.8783910196445277,DEMAND SPIKE,-0.09183097631586534
SKU0035,Electronics & Appliances,2024-12-24,66,1.9701492537313432,DEMAND SPIKE,-0.09180694095131248
SKU0012,Mobiles & Accessories,2024-10-01,229,1.9216783216783215,DEMAND SPIKE,-0.09171049252370578
SKU0118,Beauty & Personal Care,2024-01-16,619,1.8843226788432268,DEMAND SPIKE,-0.09170526520331079
SKU0075,Fashion & Apparel,2024-10-01,816,1.973397823458283,DEMAND SPIKE,-0.09155702835340818
SKU0122,Beauty & Personal Care,2025-12-30,132,0.5054243777919591,DEMAND DROP,-0.09148910734029869
SKU0032,Electronics & Appliances,2024-10-08,81,1.6816608996539792,DEMAND SPIKE,-0.09130553507071903
SKU0138,Grocery & Essentials,2024-10-01,1254,1.9588648789377767,DEMAND SPIKE,-0.09074797088932807
SKU0069,Fashion & Apparel,2024-01-16,419,1.7172131147540983,DEMAND SPIKE,-0.09039338222857995
SKU0127,Beauty & Personal Care,2024-01-16,369,1.784764207980653,DEMAND SPIKE,-0.09026401803617445
SKU0017,Mobiles & Accessories,2025-12-30,123,0.5200845665961945,DEMAND DROP,-0.09018492569796732
SKU0052,Fashion & Apparel,2024-10-01,796,1.8929845422116527,DEMAND SPIKE,-0.08987073779949284
SKU0093,Home & Kitchen,2024-01-16,156,1.7285318559556786,DEMAND SPIKE,-0.08970335563406162
SKU0114,Beauty & Personal Care,2025-09-30,491,2.1118279569892473,DEMAND SPIKE,-0.08953272472972063
SKU0114,Beauty & Personal Care,2024-01-16,304,1.9393939393939394,DEMAND SPIKE,-0.08893177553027098
SKU0082,Home & Kitchen,2024-01-16,169,1.883008356545961,DEMAND SPIKE,-0.08794612179935968
SKU0150,Grocery & Essentials,2024-01-16,494,1.9278048780487804,DEMAND SPIKE,-0.08775402743303895
SKU0021,Electronics & Appliances,2025-09-30,222,2.1449275362318843,DEMAND SPIKE,-0.08746974382478245
SKU0018,Mobiles & Accessories,2025-12-30,104,0.5064935064935064,DEMAND DROP,-0.08739194327797017
SKU0111,Beauty & Personal Care,2024-10-01,470,1.9183673469387754,DEMAND SPIKE,-0.08709432785834748
SKU0148,Grocery & Essentials,2024-01-16,1095,1.8326359832635983,DEMAND SPIKE,-0.08700203586051591
SKU0107,Beauty & Personal Care,2024-01-16,628,1.8045977011494252,DEMAND SPIKE,-0.08660522398861603
SKU0017,Mobiles & Accessories,2024-01-16,391,1.8663484486873507,DEMAND SPIKE,-0.08619994045634849
SKU0139,Grocery & Essentials,2024-01-16,1124,1.761755485893417,DEMAND SPIKE,-0.08606315987456836
SKU0030,Electronics & Appliances,2025-12-30,36,0.5373134328358209,DEMAND DROP,-0.08596806420503722
SKU0009,Mobiles & Accessories,2024-10-01,169,1.8743068391866913,DEMAND SPIKE,-0.08575152530785324
SKU0092,Home & Kitchen,2024-10-01,403,1.9531502423263327,DEMAND SPIKE,-0.08564725008517526
SKU0030,Electronics & Appliances,2025-12-23,124,1.7342657342657342,DEMAND SPIKE,-0.08556300117571658
SKU0083,Home & Kitchen,2024-01-16,452,1.7777777777777777,DEMAND SPIKE,-0.08542728587677906
SKU0150,Grocery & Essentials,2024-10-01,623,1.9946638207043759,DEMAND SPIKE,-0.08540292588491671
SKU0054,Fashion & Apparel,2024-01-16,746,1.8363076923076924,DEMAND SPIKE,-0.0850581648050388
SKU0050,Fashion & Apparel,2024-10-01,1001,1.968534906588004,DEMAND SPIKE,-0.08505090534216397
SKU0101,Home & Kitchen,2025-12-30,134,0.578001437814522,DEMAND DROP,-0.08484086136229119
SKU0088,Home & Kitchen,2025-12-30,62,0.5344827586206896,DEMAND DROP,-0.08458402440998425
SKU0097,Home & Kitchen,2024-10-01,93,1.8724832214765101,DEMAND SPIKE,-0.08455519281359725
SKU0122,Beauty & Personal Care,2024-01-16,404,1.7935627081021088,DEMAND SPIKE,-0.08444039610878162
SKU0102,Home & Kitchen,2025-09-30,564,1.967441860465116,DEMAND SPIKE,-0.08442389124224481
SKU0007,Mobiles & Accessories,2024-01-16,430,1.7251755265797393,DEMAND SPIKE,-0.08341351375861683
SKU0141,Grocery & Essentials,2024-01-16,1255,1.778880226789511,DEMAND SPIKE,-0.08293308566303748
SKU0033,Electronics & Appliances,2024-01-16,75,1.829268292682927,DEMAND SPIKE,-0.08282408206060543
SKU0056,Fashion & Apparel,2024-01-16,311,1.749648382559775,DEMAND SPIKE,-0.0826515719835137
SKU0062,Fashion & Apparel,2024-10-01,825,1.9705414012738853,DEMAND SPIKE,-0.08254551861455395
SKU0001,Mobiles & Accessories,2024-10-01,635,1.8585365853658535,DEMAND SPIKE,-0.08250904634263911
SKU0043,Fashion & Apparel,2024-10-01,1151,1.982204362801378,DEMAND SPIKE,-0.0812499775871135
SKU0121,Beauty & Personal Care,2024-10-01,585,1.9785794813979705,DEMAND SPIKE,-0.0807267528117106
SKU0116,Beauty & Personal Care,2024-01-16,304,1.7471264367816093,DEMAND SPIKE,-0.08031561729360925
SKU0099,Home & Kitchen,2024-01-16,248,1.7588652482269505,DEMAND SPIKE,-0.08027249471254372
SKU0137,Grocery & Essentials,2024-01-16,1081,1.7772297575010276,DEMAND SPIKE,-0.0798916470511496
SKU0079,Home & Kitchen,2024-12-24,116,1.669064748201439,DEMAND SPIKE,-0.07904461239264293
SKU0014,Mobiles & Accessories,2024-10-01,304,1.8881987577639752,DEMAND SPIKE,-0.07891560473760895
SKU0053,Fashion & Apparel,2024-01-16,587,1.7760968229954615,DEMAND SPIKE,-0.07873446268226536
SKU0019,Mobiles & Accessories,2024-01-16,121,1.8195488721804511,DEMAND SPIKE,-0.07829377639769841
SKU0112,Beauty & Personal Care,2024-01-16,239,1.8314176245210727,DEMAND SPIKE,-0.07823085655706608
SKU0008,Mobiles & Accessories,2024-01-16,398,1.7669256381798002,DEMAND SPIKE,-0.07764646783847151
SKU0052,Fashion & Apparel,2024-01-16,604,1.8124531132783195,DEMAND SPIKE,-0.07749117959239504
SKU0055,Fashion & Apparel,2024-10-15,103,0.5607985480943739,DEMAND DROP,-0.07744727395809248
SKU0088,Home & Kitchen,2024-10-01,264,1.8857142857142857,DEMAND SPIKE,-0.07741772274276026
SKU0113,Beauty & Personal Care,2024-01-16,310,1.984,DEMAND SPIKE,-0.0771469262661586
SKU0032,Electronics & Appliances,2024-10-01,78,1.95,DEMAND SPIKE,-0.07694106722294991
SKU0011,Mobiles & Accessories,2024-12-24,213,1.681578947368421,DEMAND SPIKE,-0.07676001887670825
SKU0067,Fashion & Apparel,2024-01-16,292,1.8193146417445483,DEMAND SPIKE,-0.0760301759966927
SKU0084,Home & Kitchen,2024-01-16,197,1.7056277056277056,DEMAND SPIKE,-0.07592485199617371
SKU0089,Home & Kitchen,2024-10-01,535,1.9454545454545455,DEMAND SPIKE,-0.07548246622067967
SKU0038,Electronics & Appliances,2024-12-24,186,1.7742448330683627,DEMAND SPIKE,-0.07525602067653003
SKU0063,Fashion & Apparel,2024-01-16,774,1.7681324957167333,DEMAND SPIKE,-0.07434331794630777
SKU0093,Home & Kitchen,2025-12-30,53,0.5435897435897435,DEMAND DROP,-0.07433780464551132
SKU0045,Fashion & Apparel,2024-01-16,609,1.6662106703146375,DEMAND SPIKE,-0.0738621613691246
SKU0129,Beauty & Personal Care,2024-01-16,634,1.770949720670391,DEMAND SPIKE,-0.07358021937730375
SKU0113,Beauty & Personal Care,2024-10-01,392,1.99660441426146,DEMAND SPIKE,-0.07335883922014841
SKU0015,Mobiles & Accessories,2024-01-16,452,1.7777777777777777,DEMAND SPIKE,-0.07303337790181785
SKU0061,Fashion & Apparel,2024-01-16,432,1.7650663942798774,DEMAND SPIKE,-0.07290466810272633
SKU0087,Home & Kitchen,2024-01-16,437,1.7983539094650205,DEMAND SPIKE,-0.0723362215951332
SKU0149,Grocery & Essentials,2024-01-16,725,1.792336217552534,DEMAND SPIKE,-0.07215179585588771
SKU0119,Beauty & Personal Care,2024-01-16,364,1.7648484848484849,DEMAND SPIKE,-0.0720787703207586
SKU0070,Fashion & Apparel,2024-01-16,309,1.6680161943319838,DEMAND SPIKE,-0.07179798550980421
SKU0135,Grocery & Essentials,2024-01-16,928,1.7509433962264151,DEMAND SPIKE,-0.0717031463510186
SKU0145,Grocery & Essentials,2024-10-01,842,1.9341500765696784,DEMAND SPIKE,-0.0714456608602414
SKU0075,Fashion & Apparel,2024-01-16,614,1.801907556859868,DEMAND SPIKE,-0.07117750655820876
SKU0147,Grocery & Essentials,2024-01-16,922,1.8248391885205344,DEMAND SPIKE,-0.0706194955810101
SKU0109,Beauty & Personal Care,2024-01-16,503,1.7094307561597282,DEMAND SPIKE,-0.07051540762503261
SKU0021,Electronics & Appliances,2024-12-24,144,1.7560975609756098,DEMAND SPIKE,-0.0704368236356413
SKU0047,Fashion & Apparel,2024-01-16,352,1.7170731707317073,DEMAND SPIKE,-0.07009231730265009
SKU0060,Fashion & Apparel,2024-01-16,543,1.781788351107465,DEMAND SPIKE,-0.06954251241744447
SKU0067,Fashion & Apparel,2024-10-08,420,1.7224880382775118,DEMAND SPIKE,-0.06917364199669651
SKU0100,Home & Kitchen,2024-01-16,270,1.9047619047619047,DEMAND SPIKE,-0.06916036040921958
SKU0124,Beauty & Personal Care,2024-10-08,976,1.6669513236549958,DEMAND SPIKE,-0.06914449428847902
SKU0104,Home & Kitchen,2024-10-01,508,1.9973787680209698,DEMAND SPIKE,-0.06888255808781685
SKU0145,Grocery & Essentials,2024-01-16,595,1.8829113924050633,DEMAND SPIKE,-0.06829569063034979
SKU0064,Fashion & Apparel,2024-10-01,313,1.9104781281790437,DEMAND SPIKE,-0.06828325279688297
SKU0104,Home & Kitchen,2024-01-16,388,1.9670468948035489,DEMAND SPIKE,-0.06772852271094787
SKU0097,Home & Kitchen,2024-10-08,105,1.726027397260274,DEMAND SPIKE,-0.06751769979166666
SKU0024,Electronics & Appliances,2024-10-15,47,0.5573122529644269,DEMAND DROP,-0.06744814868642923
SKU0090,Home & Kitchen,2024-10-08,215,1.7622950819672132,DEMAND SPIKE,-0.06716013157446266
SKU0126,Beauty & Personal Care,2024-01-16,470,1.7184643510054844,DEMAND SPIKE,-0.06684984561222507
