sku_id,sku_name,category,abc_class,on_hand_units,days_of_cover,supplier_lead_time_days,avg_daily_demand,forecast_demand_units,reorder_point_units,safety_stock_units,needs_reorder,urgency,suggested_order_qty,alert_message
SKU0065,Fashion Item 025,Fashion & Apparel,C,10,0.6,7,15.86,118.5,140.9,29.9,True,CRITICAL,375.0,"[CRITICAL] SKU0065 (Fashion Item 025, Fashion & Apparel, Class C): 10 units on hand = 0.6 days of cover vs 7-day lead time. Forecasted demand next week: 118 units. Recommend ordering 375 units now."
SKU0069,Fashion Item 029,Fashion & Apparel,C,0,0.0,4,48.3,447.6,255.0,61.8,True,CRITICAL,1213.0,"[CRITICAL] SKU0069 (Fashion Item 029, Fashion & Apparel, Class C): 0 units on hand = 0.0 days of cover vs 4-day lead time. Forecasted demand next week: 448 units. Recommend ordering 1213 units now."
SKU0070,Fashion Item 030,Fashion & Apparel,C,0,0.0,4,36.34,333.0,193.3,47.9,True,CRITICAL,904.0,"[CRITICAL] SKU0070 (Fashion Item 030, Fashion & Apparel, Class C): 0 units on hand = 0.0 days of cover vs 4-day lead time. Forecasted demand next week: 333 units. Recommend ordering 904 units now."
SKU0074,Fashion Item 034,Fashion & Apparel,C,0,0.0,10,16.94,135.5,206.2,36.8,True,CRITICAL,501.0,"[CRITICAL] SKU0074 (Fashion Item 034, Fashion & Apparel, Class C): 0 units on hand = 0.0 days of cover vs 10-day lead time. Forecasted demand next week: 136 units. Recommend ordering 501 units now."
SKU0079,Home Item 004,Home & Kitchen,C,11,1.0,5,11.36,93.6,75.3,18.5,True,CRITICAL,262.0,"[CRITICAL] SKU0079 (Home Item 004, Home & Kitchen, Class C): 11 units on hand = 1.0 days of cover vs 5-day lead time. Forecasted demand next week: 94 units. Recommend ordering 262 units now."
SKU0080,Home Item 005,Home & Kitchen,C,42,1.1,7,37.84,336.2,328.2,63.4,True,CRITICAL,1030.0,"[CRITICAL] SKU0080 (Home Item 005, Home & Kitchen, Class C): 42 units on hand = 1.1 days of cover vs 7-day lead time. Forecasted demand next week: 336 units. Recommend ordering 1030 units now."
SKU0086,Home Item 011,Home & Kitchen,C,0,0.0,5,28.54,366.1,186.1,43.4,True,CRITICAL,1037.0,"[CRITICAL] SKU0086 (Home Item 011, Home & Kitchen, Class C): 0 units on hand = 0.0 days of cover vs 5-day lead time. Forecasted demand next week: 366 units. Recommend ordering 1037 units now."
SKU0091,Home Item 016,Home & Kitchen,C,18,2.0,14,9.07,71.0,152.9,26.0,True,CRITICAL,292.0,"[CRITICAL] SKU0091 (Home Item 016, Home & Kitchen, Class C): 18 units on hand = 2.0 days of cover vs 14-day lead time. Forecasted demand next week: 71 units. Recommend ordering 292 units now."
SKU0092,Home Item 017,Home & Kitchen,C,0,0.0,3,31.03,247.7,130.8,37.8,True,CRITICAL,639.0,"[CRITICAL] SKU0092 (Home Item 017, Home & Kitchen, Class C): 0 units on hand = 0.0 days of cover vs 3-day lead time. Forecasted demand next week: 248 units. Recommend ordering 639 units now."
SKU0093,Home Item 018,Home & Kitchen,C,0,0.0,3,16.8,136.0,71.9,21.5,True,CRITICAL,352.0,"[CRITICAL] SKU0093 (Home Item 018, Home & Kitchen, Class C): 0 units on hand = 0.0 days of cover vs 3-day lead time. Forecasted demand next week: 136 units. Recommend ordering 352 units now."
SKU0096,Home Item 021,Home & Kitchen,C,0,0.0,3,39.79,391.1,165.7,46.3,True,CRITICAL,996.0,"[CRITICAL] SKU0096 (Home Item 021, Home & Kitchen, Class C): 0 units on hand = 0.0 days of cover vs 3-day lead time. Forecasted demand next week: 391 units. Recommend ordering 996 units now."
SKU0099,Home Item 024,Home & Kitchen,C,26,0.9,5,28.13,234.8,179.4,38.8,True,CRITICAL,650.0,"[CRITICAL] SKU0099 (Home Item 024, Home & Kitchen, Class C): 26 units on hand = 0.9 days of cover vs 5-day lead time. Forecasted demand next week: 235 units. Recommend ordering 650 units now."
SKU0101,Home Item 026,Home & Kitchen,C,20,0.5,7,40.53,394.6,354.9,71.2,True,CRITICAL,1235.0,"[CRITICAL] SKU0101 (Home Item 026, Home & Kitchen, Class C): 20 units on hand = 0.5 days of cover vs 7-day lead time. Forecasted demand next week: 395 units. Recommend ordering 1235 units now."
SKU0102,Home Item 027,Home & Kitchen,C,0,0.0,3,40.69,339.2,165.3,43.3,True,CRITICAL,867.0,"[CRITICAL] SKU0102 (Home Item 027, Home & Kitchen, Class C): 0 units on hand = 0.0 days of cover vs 3-day lead time. Forecasted demand next week: 339 units. Recommend ordering 867 units now."
SKU0108,Beauty Item 003,Beauty & Personal Care,C,0,0.0,3,72.62,600.0,297.7,79.8,True,CRITICAL,1537.0,"[CRITICAL] SKU0108 (Beauty Item 003, Beauty & Personal Care, Class C): 0 units on hand = 0.0 days of cover vs 3-day lead time. Forecasted demand next week: 600 units. Recommend ordering 1537 units now."
SKU0116,Beauty Item 011,Beauty & Personal Care,C,0,0.0,5,33.4,271.2,216.5,49.5,True,CRITICAL,786.0,"[CRITICAL] SKU0116 (Beauty Item 011, Beauty & Personal Care, Class C): 0 units on hand = 0.0 days of cover vs 5-day lead time. Forecasted demand next week: 271 units. Recommend ordering 786 units now."
SKU0117,Beauty Item 012,Beauty & Personal Care,C,0,0.0,3,30.06,249.2,124.5,34.3,True,CRITICAL,640.0,"[CRITICAL] SKU0117 (Beauty Item 012, Beauty & Personal Care, Class C): 0 units on hand = 0.0 days of cover vs 3-day lead time. Forecasted demand next week: 249 units. Recommend ordering 640 units now."
SKU0122,Beauty Item 017,Beauty & Personal Care,C,24,0.5,14,44.1,415.0,727.6,110.2,True,CRITICAL,1746.0,"[CRITICAL] SKU0122 (Beauty Item 017, Beauty & Personal Care, Class C): 24 units on hand = 0.5 days of cover vs 14-day lead time. Forecasted demand next week: 415 units. Recommend ordering 1746 units now."
SKU0123,Beauty Item 018,Beauty & Personal Care,C,0,0.0,10,23.03,193.1,271.9,41.6,True,CRITICAL,704.0,"[CRITICAL] SKU0123 (Beauty Item 018, Beauty & Personal Care, Class C): 0 units on hand = 0.0 days of cover vs 10-day lead time. Forecasted demand next week: 193 units. Recommend ordering 704 units now."
SKU0125,Beauty Item 020,Beauty & Personal Care,C,39,1.1,7,35.89,335.5,311.1,59.9,True,CRITICAL,1027.0,"[CRITICAL] SKU0125 (Beauty Item 020, Beauty & Personal Care, Class C): 39 units on hand = 1.1 days of cover vs 7-day lead time. Forecasted demand next week: 336 units. Recommend ordering 1027 units now."
SKU0127,Beauty Item 022,Beauty & Personal Care,C,0,0.0,10,38.29,337.0,460.2,77.3,True,CRITICAL,1233.0,"[CRITICAL] SKU0127 (Beauty Item 022, Beauty & Personal Care, Class C): 0 units on hand = 0.0 days of cover vs 10-day lead time. Forecasted demand next week: 337 units. Recommend ordering 1233 units now."
SKU0129,Beauty Item 024,Beauty & Personal Care,C,117,1.7,7,69.5,599.6,600.5,114.0,True,CRITICAL,1796.0,"[CRITICAL] SKU0129 (Beauty Item 024, Beauty & Personal Care, Class C): 117 units on hand = 1.7 days of cover vs 7-day lead time. Forecasted demand next week: 600 units. Recommend ordering 1796 units now."
SKU0130,Beauty Item 025,Beauty & Personal Care,C,0,0.0,5,40.08,393.0,261.9,61.5,True,CRITICAL,1128.0,"[CRITICAL] SKU0130 (Beauty Item 025, Beauty & Personal Care, Class C): 0 units on hand = 0.0 days of cover vs 5-day lead time. Forecasted demand next week: 393 units. Recommend ordering 1128 units now."
SKU0131,Grocery Item 001,Grocery & Essentials,C,0,0.0,4,75.18,598.9,397.3,96.6,True,CRITICAL,1637.0,"[CRITICAL] SKU0131 (Grocery Item 001, Grocery & Essentials, Class C): 0 units on hand = 0.0 days of cover vs 4-day lead time. Forecasted demand next week: 599 units. Recommend ordering 1637 units now."
SKU0132,Grocery Item 002,Grocery & Essentials,C,12,0.4,3,33.3,299.9,139.0,39.1,True,CRITICAL,755.0,"[CRITICAL] SKU0132 (Grocery Item 002, Grocery & Essentials, Class C): 12 units on hand = 0.4 days of cover vs 3-day lead time. Forecasted demand next week: 300 units. Recommend ordering 755 units now."
SKU0133,Grocery Item 003,Grocery & Essentials,C,0,0.0,3,44.31,406.8,181.5,48.6,True,CRITICAL,1037.0,"[CRITICAL] SKU0133 (Grocery Item 003, Grocery & Essentials, Class C): 0 units on hand = 0.0 days of cover vs 3-day lead time. Forecasted demand next week: 407 units. Recommend ordering 1037 units now."
SKU0138,Grocery Item 008,Grocery & Essentials,C,0,0.0,3,100.5,608.4,408.2,106.7,True,CRITICAL,1584.0,"[CRITICAL] SKU0138 (Grocery Item 008, Grocery & Essentials, Class C): 0 units on hand = 0.0 days of cover vs 3-day lead time. Forecasted demand next week: 608 units. Recommend ordering 1584 units now."
SKU0139,Grocery Item 009,Grocery & Essentials,C,0,0.0,3,122.42,882.2,496.6,129.3,True,CRITICAL,2272.0,"[CRITICAL] SKU0139 (Grocery Item 009, Grocery & Essentials, Class C): 0 units on hand = 0.0 days of cover vs 3-day lead time. Forecasted demand next week: 882 units. Recommend ordering 2272 units now."
SKU0149,Grocery Item 019,Grocery & Essentials,C,0,0.0,4,79.86,598.6,419.2,99.7,True,CRITICAL,1639.0,"[CRITICAL] SKU0149 (Grocery Item 019, Grocery & Essentials, Class C): 0 units on hand = 0.0 days of cover vs 4-day lead time. Forecasted demand next week: 599 units. Recommend ordering 1639 units now."
SKU0150,Grocery Item 020,Grocery & Essentials,C,0,0.0,3,49.47,452.5,203.0,54.6,True,CRITICAL,1154.0,"[CRITICAL] SKU0150 (Grocery Item 020, Grocery & Essentials, Class C): 0 units on hand = 0.0 days of cover vs 3-day lead time. Forecasted demand next week: 452 units. Recommend ordering 1154 units now."
SKU0023,Electronics Item 003,Electronics & Appliances,A,48,2.6,3,18.4,158.4,88.6,33.4,True,HIGH,370.0,"[HIGH] SKU0023 (Electronics Item 003, Electronics & Appliances, Class A): 48 units on hand = 2.6 days of cover vs 3-day lead time. Forecasted demand next week: 158 units. Recommend ordering 370 units now."
SKU0035,Electronics Item 015,Electronics & Appliances,A,10,1.9,3,5.17,41.7,27.6,12.1,True,HIGH,103.0,"[HIGH] SKU0035 (Electronics Item 015, Electronics & Appliances, Class A): 10 units on hand = 1.9 days of cover vs 3-day lead time. Forecasted demand next week: 42 units. Recommend ordering 103 units now."
SKU0084,Home Item 009,Home & Kitchen,A,61,2.9,4,20.97,186.4,126.4,42.5,True,HIGH,461.0,"[HIGH] SKU0084 (Home Item 009, Home & Kitchen, Class A): 61 units on hand = 2.9 days of cover vs 4-day lead time. Forecasted demand next week: 186 units. Recommend ordering 461 units now."
SKU0026,Electronics Item 006,Electronics & Appliances,B,31,3.8,4,8.14,55.0,48.1,15.6,True,HIGH,126.0,"[HIGH] SKU0026 (Electronics Item 006, Electronics & Appliances, Class B): 31 units on hand = 3.8 days of cover vs 4-day lead time. Forecasted demand next week: 55 units. Recommend ordering 126 units now."
SKU0021,Electronics Item 001,Electronics & Appliances,C,62,4.3,7,14.43,110.3,126.9,25.9,True,HIGH,295.0,"[HIGH] SKU0021 (Electronics Item 001, Electronics & Appliances, Class C): 62 units on hand = 4.3 days of cover vs 7-day lead time. Forecasted demand next week: 110 units. Recommend ordering 295 units now."
SKU0115,Beauty Item 010,Beauty & Personal Care,C,185,5.5,7,33.44,315.1,291.8,57.7,True,HIGH,818.0,"[HIGH] SKU0115 (Beauty Item 010, Beauty & Personal Care, Class C): 185 units on hand = 5.5 days of cover vs 7-day lead time. Forecasted demand next week: 315 units. Recommend ordering 818 units now."
SKU0090,Home Item 015,Home & Kitchen,B,86,5.1,5,16.71,141.3,117.5,33.9,True,MEDIUM,331.0,"[MEDIUM] SKU0090 (Home Item 015, Home & Kitchen, Class B): 86 units on hand = 5.1 days of cover vs 5-day lead time. Forecasted demand next week: 141 units. Recommend ordering 331 units now."
SKU0005,Mobiles Item 005,Mobiles & Accessories,A,95,4.4,2,21.77,194.7,75.2,31.7,False,OK,382.0,
SKU0011,Mobiles Item 011,Mobiles & Accessories,A,84,4.0,2,20.89,174.8,76.2,34.4,False,OK,350.0,
SKU0014,Mobiles Item 014,Mobiles & Accessories,A,117,4.6,2,25.54,200.1,90.6,39.5,False,OK,380.0,
SKU0022,Electronics Item 002,Electronics & Appliances,A,99,11.9,2,8.32,54.3,30.6,14.0,False,OK,50.0,
SKU0024,Electronics Item 004,Electronics & Appliances,A,158,15.6,2,10.13,76.5,37.3,17.1,False,OK,100.0,
SKU0027,Electronics Item 007,Electronics & Appliances,A,92,11.8,2,7.79,54.2,28.7,13.2,False,OK,50.0,
SKU0028,Electronics Item 008,Electronics & Appliances,A,133,4.6,2,29.18,244.2,101.7,43.4,False,OK,469.0,
SKU0052,Fashion Item 012,Fashion & Apparel,A,299,4.5,2,66.0,501.2,222.9,90.9,False,OK,937.0,
SKU0054,Fashion Item 014,Fashion & Apparel,A,348,4.4,2,79.5,605.2,274.0,115.0,False,OK,1150.0,
SKU0058,Fashion Item 018,Fashion & Apparel,A,271,4.5,2,60.13,571.0,205.1,84.9,False,OK,1119.0,
SKU0126,Beauty Item 021,Beauty & Personal Care,A,238,4.4,2,54.71,561.6,188.0,78.5,False,OK,1124.0,
SKU0053,Fashion Item 013,Fashion & Apparel,B,308,4.6,2,66.68,517.1,212.8,79.4,False,OK,953.0,
SKU0057,Fashion Item 017,Fashion & Apparel,B,131,4.5,2,29.31,236.1,93.6,35.0,False,OK,444.0,
SKU0064,Fashion Item 024,Fashion & Apparel,B,116,4.7,2,24.68,205.2,82.0,32.6,False,OK,386.0,
SKU0073,Fashion Item 033,Fashion & Apparel,B,262,4.9,2,53.91,491.2,170.9,63.1,False,OK,924.0,
SKU0081,Home Item 006,Home & Kitchen,B,213,4.5,2,47.1,427.1,154.4,60.2,False,OK,823.0,
SKU0135,Grocery Item 005,Grocery & Essentials,B,458,4.3,2,105.92,621.8,326.4,114.5,False,OK,1078.0,
SKU0140,Grocery Item 010,Grocery & Essentials,B,532,4.7,2,112.83,637.0,358.1,132.4,False,OK,1056.0,
SKU0148,Grocery Item 018,Grocery & Essentials,B,530,4.5,2,117.58,807.9,365.7,130.5,False,OK,1447.0,
SKU0078,Home Item 003,Home & Kitchen,C,190,20.4,7,9.3,75.0,82.8,17.7,False,OK,100.0,
SKU0095,Home Item 020,Home & Kitchen,C,124,6.6,4,18.82,173.7,98.1,22.9,False,OK,346.0,
SKU0097,Home Item 022,Home & Kitchen,C,69,7.5,2,9.21,74.9,27.3,8.8,False,OK,111.0,
SKU0113,Beauty Item 008,Beauty & Personal Care,C,134,4.4,2,30.46,245.9,85.6,24.7,False,OK,453.0,
SKU0114,Beauty Item 009,Beauty & Personal Care,C,135,4.2,2,31.79,258.5,91.5,28.0,False,OK,484.0,
SKU0142,Grocery Item 012,Grocery & Essentials,C,450,4.4,2,101.16,629.3,290.3,87.9,False,OK,1076.0,
SKU0144,Grocery Item 014,Grocery & Essentials,C,332,4.3,2,77.09,599.0,220.6,66.4,False,OK,1104.0,
SKU0146,Grocery Item 016,Grocery & Essentials,C,393,4.6,2,85.6,602.5,248.6,77.4,False,OK,1062.0,
